POI_ID,ADDRESS,"﻿""DESCRIPTION""",NAME,GeoJSON,geo_point_2d
7270,910 GARDINERS RD,Cell Antenna,910 GARDINERS RD CELL ANTENNA,"{""coordinates"": [-76.56782918343768, 44.25609881271791], ""type"": ""Point""}","44.25609881271791,-76.56782918343768"
8858,1060 LEN BIRCHALL WY,Driving Range,LANDINGS GOLF COURSE AND TEACHING CENTRE,"{""coordinates"": [-76.5933776373821, 44.21859845872991], ""type"": ""Point""}","44.21859845872991,-76.5933776373821"
8559,833 SUTTON MILLS CRT,Long Term Care,ROSEWOOD RETIREMENT CENTRE,"{""coordinates"": [-76.57511880259554, 44.25501571043917], ""type"": ""Point""}","44.25501571043917,-76.57511880259554"
8560,2069 BATTERSEA RD,Long Term Care,FAIRMOUNT HOME,"{""coordinates"": [-76.4660679583307, 44.31297697738545], ""type"": ""Point""}","44.31297697738545,-76.4660679583307"
8265,175 RIDEAU ST,Long Term Care,RIDEAUCREST HOME,"{""coordinates"": [-76.48237365733986, 44.23801572220146], ""type"": ""Point""}","44.23801572220146,-76.48237365733986"
8561,2789 WOODBURN RD,Golf Course,COLONNADE GOLF & COUNTRY CLUB,"{""coordinates"": [-76.31564582069022, 44.34461917841726], ""type"": ""Point""}","44.34461917841726,-76.31564582069022"
8925,,Town,PRESCOTT,"{""coordinates"": [-75.51301650281948, 44.71103245743837], ""type"": ""Point""}","44.71103245743837,-75.51301650281948"
8926,,Village,HAYBURN,"{""coordinates"": [-76.95577861614683, 44.14571593388898], ""type"": ""Point""}","44.14571593388898,-76.95577861614683"
8928,,Village,VIOLET,"{""coordinates"": [-76.81045919754573, 44.26246451023239], ""type"": ""Point""}","44.26246451023239,-76.81045919754573"
8641,,Village,FALLBROOK,"{""coordinates"": [-76.3920144816864, 44.95803149715393], ""type"": ""Point""}","44.95803149715393,-76.3920144816864"
8343,,Village,HENDERSON,"{""coordinates"": [-76.98741818986991, 44.77838654211507], ""type"": ""Point""}","44.77838654211507,-76.98741818986991"
7572,347 WELLINGTON ST,Marina,METAL CRAFT MARINE,"{""coordinates"": [-76.48070333579598, 44.236220709071134], ""type"": ""Point""}","44.236220709071134,-76.48070333579598"
7872,41 GRENADIER DR,Pickleball Court,GRENADIER PARK PICKLEBALL COURTS,"{""coordinates"": [-76.45786005476442, 44.254553185588264], ""type"": ""Point""}","44.254553185588264,-76.45786005476442"
8268,303 YORK ST,Monument,AGRICULTURAL SOCIETY MONUMENT,"{""coordinates"": [-76.49936290899454, 44.238934106404045], ""type"": ""Point""}","44.238934106404045,-76.49936290899454"
8269,1648 JOYCEVILLE RD,Monument,CENTENNIAL MONUMENT (JOYCEVILLE),"{""coordinates"": [-76.32985338877661, 44.30212549774505], ""type"": ""Point""}","44.30212549774505,-76.32985338877661"
8270,685 BROCK ST,Monument,TERCENTENARY MONUMENT,"{""coordinates"": [-76.50807089054263, 44.23277543528978], ""type"": ""Point""}","44.23277543528978,-76.50807089054263"
8863,23 ONTARIO ST,Monument,MARINE MUSEUM MEMORIAL,"{""coordinates"": [-76.48407425104918, 44.2238934998591], ""type"": ""Point""}","44.2238934998591,-76.48407425104918"
8566,225 ONTARIO ST,Monument,CONFEDERATION PARK ANCHOR,"{""coordinates"": [-76.47958622262163, 44.22995337634536], ""type"": ""Point""}","44.22995337634536,-76.47958622262163"
8567,33 BAGOT ST,Monument,CITY PARK HERITAGE PLAQUE,"{""coordinates"": [-76.48947136292738, 44.225183066577074], ""type"": ""Point""}","44.225183066577074,-76.48947136292738"
8345,,Village,MIDDLEVILLE,"{""coordinates"": [-76.39601348845288, 45.09803170653163], ""type"": ""Point""}","45.09803170653163,-76.39601348845288"
8931,,Village,BREWERS MILLS,"{""coordinates"": [-76.30718449005812, 44.413081340191994], ""type"": ""Point""}","44.413081340191994,-76.30718449005812"
8346,,Village,FRANKVILLE,"{""coordinates"": [-75.96201463926049, 44.72103016575784], ""type"": ""Point""}","44.72103016575784,-75.96201463926049"
8934,,Village,ROBLIN,"{""coordinates"": [-77.02212893665536, 44.378317045903316], ""type"": ""Point""}","44.378317045903316,-77.02212893665536"
8648,,Village,FLINTON,"{""coordinates"": [-77.2065709187572, 44.68799536461337], ""type"": ""Point""}","44.68799536461337,-77.2065709187572"
8349,,Village,BEDFORD,"{""coordinates"": [-76.56605121115308, 44.62436180542518], ""type"": ""Point""}","44.62436180542518,-76.56605121115308"
8462,22 GENERAL CRERAR CRES,Tennis Court,ROYAL MILITARY COLLEGE OF CANADA TENNIS COURT,"{""coordinates"": [-76.46763008607512, 44.23544721799596], ""type"": ""Point""}","44.23544721799596,-76.46763008607512"
8771,731 MONTREAL ST,Tennis Court,BELLE PARK TENNIS COURT,"{""coordinates"": [-76.4839306352601, 44.25207161576054], ""type"": ""Point""}","44.25207161576054,-76.4839306352601"
8463,21 CARLISLE ST,Tennis Court,FRIENDSHIP PARK TENNIS COURT,"{""coordinates"": [-76.49114966130837, 44.23718080950465], ""type"": ""Point""}","44.23718080950465,-76.49114966130837"
8464,70 CRAFTSMAN BLVD,Tennis Court,CANADIAN FORCES BASE KINGSTON TENNIS COURT,"{""coordinates"": [-76.45883327231664, 44.24360082570796], ""type"": ""Point""}","44.24360082570796,-76.45883327231664"
9064,1 GRENVILLE CRES,Tennis Court,GRENVILLE CRESCENT PARKS TENNIS COURT,"{""coordinates"": [-76.53429807861994, 44.240106251822894], ""type"": ""Point""}","44.240106251822894,-76.53429807861994"
8465,755 BAYRIDGE DR,Tennis Court,BAYRIDGE PARK TENNIS COURT,"{""coordinates"": [-76.59185477261543, 44.24850294206964], ""type"": ""Point""}","44.24850294206964,-76.59185477261543"
7873,739 AUGUSTA DR,Splash Pad,BERT MEUNIER COMMON SPLASH PAD,"{""coordinates"": [-76.55281576353191, 44.26458046622823], ""type"": ""Point""}","44.26458046622823,-76.55281576353191"
7577,HWY 15/INNOVATION DR,Trail Access,GREENWOOD PARK TRAIL,"{""coordinates"": [-76.44674379523852, 44.272331076734886], ""type"": ""Point""}","44.272331076734886,-76.44674379523852"
7579,579 FIELDSTONE DR,Trail Access,GREENWOOD PARK TRAIL,"{""coordinates"": [-76.44261784639787, 44.264166289782494], ""type"": ""Point""}","44.264166289782494,-76.44261784639787"
8273,23 ONTARIO ST,Monument,STEAM MUSEUM MARINE MONUMENT,"{""coordinates"": [-76.48413629479715, 44.22392573761134], ""type"": ""Point""}","44.22392573761134,-76.48413629479715"
8571,151 ORDNANCE ST,Monument,IMMIGRANT MEMORIAL,"{""coordinates"": [-76.48815660960105, 44.23525251479574], ""type"": ""Point""}","44.23525251479574,-76.48815660960105"
8867,33 BAGOT ST,Monument,LAND SURVEY CAIRN,"{""coordinates"": [-76.48689818106782, 44.22471289241637], ""type"": ""Point""}","44.22471289241637,-76.48689818106782"
8350,,Village,MAYNARD,"{""coordinates"": [-75.58101658428124, 44.721032498838106], ""type"": ""Point""}","44.721032498838106,-75.58101658428124"
8351,,Village,WILTON,"{""coordinates"": [-76.71822098722734, 44.328990306282655], ""type"": ""Point""}","44.328990306282655,-76.71822098722734"
8938,,Village,THORPE,"{""coordinates"": [-76.76669757767077, 44.30443756395812], ""type"": ""Point""}","44.30443756395812,-76.76669757767077"
8180,45 NAPIER ST,Tennis Court,KINGSTON TENNIS CLUB,"{""coordinates"": [-76.50592713274048, 44.22899621789695], ""type"": ""Point""}","44.22899621789695,-76.50592713274048"
8775,153 ROBERT WALLACE DR,Tennis Court,POLSON PARK TENNIS COURT,"{""coordinates"": [-76.52916715939246, 44.23532566388768], ""type"": ""Point""}","44.23532566388768,-76.52916715939246"
8182,792 HENDERSON BLVD,Tennis Court,HENDERSON PARK TENNIS COURTS,"{""coordinates"": [-76.57889256854646, 44.229343096276516], ""type"": ""Point""}","44.229343096276516,-76.57889256854646"
7580,85 MACCAULEY ST,Community Centre,RIDEAU HEIGHTS COMMUNITY CENTRE,"{""coordinates"": [-76.482649028192, 44.26529597726193], ""type"": ""Point""}","44.26529597726193,-76.482649028192"
7877,77 MCCAULEY ST,Playground,RIDEAU HEIGHTS PUBLIC SCHOOL PLAYGROUND 2,"{""coordinates"": [-76.48212803793984, 44.26569332780837], ""type"": ""Point""}","44.26569332780837,-76.48212803793984"
7480,1130 MONTREAL ST,Playground,1130 MONTREAL ST PLAYGROUND,"{""coordinates"": [-76.47997117713247, 44.26411179479884], ""type"": ""Point""}","44.26411179479884,-76.47997117713247"
8068,201 CONACHER DR,Playground,MARKERS ACRES PARK PLAYGROUND 1,"{""coordinates"": [-76.48959906955201, 44.2667722061618], ""type"": ""Point""}","44.2667722061618,-76.48959906955201"
8572,470 MAPLE LAWN DR,Playground,EDENWOOD PARK PLAYGROUND 1,"{""coordinates"": [-76.4573961260171, 44.30239336053706], ""type"": ""Point""}","44.30239336053706,-76.4573961260171"
8573,237 SYDENHAM ST,Playground,CENTRAL PUBLIC SCHOOL PLAYGROUND,"{""coordinates"": [-76.48611840291976, 44.23391634754943], ""type"": ""Point""}","44.23391634754943,-76.48611840291976"
8356,1 HOWE ISLAND DR,Ferry Dock,HOWE ISLAND FERRY DOCK,"{""coordinates"": [-76.32620139801315, 44.273580544849615], ""type"": ""Point""}","44.273580544849615,-76.32620139801315"
8942,151 ORDNANCE ST,Washroom,MCBURNEY PARK WASHROOM,"{""coordinates"": [-76.48775096926387, 44.235671660775076], ""type"": ""Point""}","44.235671660775076,-76.48775096926387"
8357,685 BROCK ST,Washroom,CHURCHILL PARK WASHROOM,"{""coordinates"": [-76.50764239035715, 44.23316701377299], ""type"": ""Point""}","44.23316701377299,-76.50764239035715"
8656,1280 COVERDALE DR,Washroom,ROTARY PARK WASHROOM,"{""coordinates"": [-76.60622779050455, 44.23762234559801], ""type"": ""Point""}","44.23762234559801,-76.60622779050455"
8657,3513 BREWER'S MILLS RD,Washroom,JOHN BREWER PARK WASHROOM,"{""coordinates"": [-76.28125575810192, 44.41086255320147], ""type"": ""Point""}","44.41086255320147,-76.28125575810192"
8658,742 ARLINGTON PARK PL,Education Facility,KINGSTON LEARNING CENTRE,"{""coordinates"": [-76.5731428642059, 44.2493681465564], ""type"": ""Point""}","44.2493681465564,-76.5731428642059"
8659,209 ONTARIO ST,Historic Site,CONFEDERATION TOUR TROLLEY,"{""coordinates"": [-76.48039503854442, 44.229329110025816], ""type"": ""Point""}","44.229329110025816,-76.48039503854442"
8946,388 ONTARIO ST,Historic Site,FORT CATARAQUI HISTORIC SITE,"{""coordinates"": [-76.4790041276415, 44.2336673782808], ""type"": ""Point""}","44.2336673782808,-76.4790041276415"
8190,10 STUART ST,Queen's University,CANCER RESEARCH INSTITUTE,"{""coordinates"": [-76.49117500334286, 44.22399335993339], ""type"": ""Point""}","44.22399335993339,-76.49117500334286"
8780,94 STUART ST,Queen's University,ETHERINGTON HALL,"{""coordinates"": [-76.49390411210112, 44.22425011073776], ""type"": ""Point""}","44.22425011073776,-76.49390411210112"
7183,303 YORK ST,Memorial,MEMORIAL CENTRE MONUMENT,"{""coordinates"": [-76.49911635400679, 44.238901948353586], ""type"": ""Point""}","44.238901948353586,-76.49911635400679"
7482,920  KING ST,Park,LAKE ONTARIO PARK,"{""coordinates"": [-76.5310199323969, 44.2161167484212], ""type"": ""Point""}","44.2161167484212,-76.5310199323969"
7777,1064 ESCALA CR,Swingset,WOODHAVEN PARK SWINGSET,"{""coordinates"": [-76.59937634085982, 44.26615286698809], ""type"": ""Point""}","44.26615286698809,-76.59937634085982"
8282,900 HENDERSON BLVD,Playground,JIM BEATTIE PARK PLAYGROUND 2,"{""coordinates"": [-76.58289714457341, 44.228513038249666], ""type"": ""Point""}","44.228513038249666,-76.58289714457341"
8875,920 KING ST,Playground,LAKE ONTARIO PARK PLAYGROUND 2,"{""coordinates"": [-76.5309165324242, 44.218837086747435], ""type"": ""Point""}","44.218837086747435,-76.5309165324242"
8580,49 ABERFOYLE RD,Playground,ABERFOYLE PARK PLAYGROUND 1,"{""coordinates"": [-76.51954631702029, 44.257061385146905], ""type"": ""Point""}","44.257061385146905,-76.51954631702029"
8947,216 ONTARIO ST,Historic Site,KINGSTON CITY HALL (HISTORIC SITE),"{""coordinates"": [-76.48070454220053, 44.23001969031901], ""type"": ""Point""}","44.23001969031901,-76.48070454220053"
8948,35 CENTRE ST,Historic Site,BELLEVUE HOUSE NATIONAL HISTORIC SITE,"{""coordinates"": [-76.50403807092668, 44.22299122313891], ""type"": ""Point""}","44.22299122313891,-76.50403807092668"
8660,2 FORT HENRY DR,Historic Site,FORT HENRY NATIONAL HISTORIC SITE,"{""coordinates"": [-76.4605689927037, 44.229970669508134], ""type"": ""Point""}","44.229970669508134,-76.4605689927037"
8358,91 COLBORNE ST,Place of Worship,THE NEXT CHURCH,"{""coordinates"": [-76.49079023235596, 44.23478686041445], ""type"": ""Point""}","44.23478686041445,-76.49079023235596"
8950,214 CONCESSION ST,Place of Worship,KINGSTON UNITARIAN FELLOWSHIP,"{""coordinates"": [-76.50492218919662, 44.24105893195981], ""type"": ""Point""}","44.24105893195981,-76.50492218919662"
8359,999 SYDENHAM RD,Place of Worship,FRONTLINE WORSHIP CENTRE,"{""coordinates"": [-76.54496886023101, 44.264403097614306], ""type"": ""Point""}","44.264403097614306,-76.54496886023101"
8661,41 CHURCH ST,Place of Worship,ST. JOHNS ANGLICAN CHURCH,"{""coordinates"": [-76.51863083921566, 44.222592575322025], ""type"": ""Point""}","44.222592575322025,-76.51863083921566"
8360,10 UNION ST,Place of Worship,ST. JAMES CHURCH,"{""coordinates"": [-76.49157927420113, 44.2272753360559], ""type"": ""Point""}","44.2272753360559,-76.49157927420113"
8953,130 WILEY ST,Place of Worship,HOLY FAMILY CHURCH,"{""coordinates"": [-76.49005582696, 44.261548275036766], ""type"": ""Point""}","44.261548275036766,-76.49005582696"
8662,215 JOHNSON ST,Place of Worship,FIRST BAPTIST CHURCH,"{""coordinates"": [-76.4879142386391, 44.2306965444453], ""type"": ""Point""}","44.2306965444453,-76.4879142386391"
9069,75 BADER LANE,Queen's University,VICTORIA HALL,"{""coordinates"": [-76.49864171933653, 44.22551711904774], ""type"": ""Point""}","44.22551711904774,-76.49864171933653"
9073,74 UNION ST,Queen's University,GORDON HALL,"{""coordinates"": [-76.49445834657034, 44.22749645682134], ""type"": ""Point""}","44.22749645682134,-76.49445834657034"
8783,87 UNION ST,Queen's University,JOHN DEUTSCH UNIVERSITY CENTRE,"{""coordinates"": [-76.49499885386894, 44.228478745661505], ""type"": ""Point""}","44.228478745661505,-76.49499885386894"
8191,535 UNION ST,Queen's University,RICHARDSON STADIUM,"{""coordinates"": [-76.51631942105087, 44.227593244386085], ""type"": ""Point""}","44.227593244386085,-76.51631942105087"
8471,137 STUART ST,Queen's University,ADELAIDE HALL,"{""coordinates"": [-76.4962377191677, 44.22418757793082], ""type"": ""Point""}","44.22418757793082,-76.4962377191677"
7779,585 ROOSEVELT DR,Playground,AUDEN PARK PLAYGROUND 1,"{""coordinates"": [-76.5862648147877, 44.23452610332459], ""type"": ""Point""}","44.23452610332459,-76.5862648147877"
8071,945 GARDINERS RD,Health Centre,FAMILY MEDICAL URGENT CARE CENTRE,"{""coordinates"": [-76.57137132488985, 44.255647239238534], ""type"": ""Point""}","44.255647239238534,-76.57137132488985"
8072,175 PRINCESS ST,Health Centre,CDK FAMILY MEDICINE & WALK-IN CLINIC,"{""coordinates"": [-76.48481659352137, 44.23224951795991], ""type"": ""Point""}","44.23224951795991,-76.48481659352137"
7782,797 PRINCESS ST,Health Centre,KINGSTON FAMILY HEALTH TEAM,"{""coordinates"": [-76.50697915835447, 44.23960248356654], ""type"": ""Point""}","44.23960248356654,-76.50697915835447"
8876,268 OLD QUARRY RD,Playground,O'CONNOR PARK PLAYGROUND 2,"{""coordinates"": [-76.52482703319644, 44.256601413524635], ""type"": ""Point""}","44.256601413524635,-76.52482703319644"
8583,2903 JOYCEVILLE RD,Playground,JOYCEVILLE PUBLIC SCHOOL PLAYGROUND,"{""coordinates"": [-76.33458517572114, 44.3598433071267], ""type"": ""Point""}","44.3598433071267,-76.33458517572114"
8585,53 FOURTH AVE,Playground,KIWANIS PARK SWINGSET 1,"{""coordinates"": [-76.49989715618138, 44.24573440068301], ""type"": ""Point""}","44.24573440068301,-76.49989715618138"
8288,487 BROCK ST,Playground,VICTORIA PARK PLAYGROUND,"{""coordinates"": [-76.4984796951174, 44.23394087249603], ""type"": ""Point""}","44.23394087249603,-76.4984796951174"
8665,2295 PRINCESS ST,Place of Worship,KINGSTON GOSPEL TEMPLE,"{""coordinates"": [-76.54839977981416, 44.257402282929334], ""type"": ""Point""}","44.257402282929334,-76.54839977981416"
8956,193 BATH RD,Place of Worship,BATH ROAD BAPTIST CHURCH,"{""coordinates"": [-76.52105926017518, 44.24066757824599], ""type"": ""Point""}","44.24066757824599,-76.52105926017518"
8362,244 MCMAHON AVE,Place of Worship,STRATHCONA PARK PRESBYTERIAN CHURCH,"{""coordinates"": [-76.52247960629956, 44.24963431299363], ""type"": ""Point""}","44.24963431299363,-76.52247960629956"
8474,116 BARRIE ST,Queen's University,BIOSCIENCES COMPLEX,"{""coordinates"": [-76.49121658426535, 44.22617148075072], ""type"": ""Point""}","44.22617148075072,-76.49121658426535"
9075,48 UNIVERSITY AVE,Queen's University,JEFFERY HALL,"{""coordinates"": [-76.49612757941924, 44.22594399917132], ""type"": ""Point""}","44.22594399917132,-76.49612757941924"
8195,21 QUEENSTON HTS,Multi-Use Court,QUEENSTON HEIGHTS MULTI-COURT,"{""coordinates"": [-76.45153320971998, 44.23615089677168], ""type"": ""Point""}","44.23615089677168,-76.45153320971998"
8196,320 KING ST E,Gallery,HEATHER HYANES GALLERY,"{""coordinates"": [-76.4816698159932, 44.2300988743993], ""type"": ""Point""}","44.2300988743993,-76.4816698159932"
7783,728 MILFORD DR,Health Centre,GOOD DOCTORS WALK IN CLINIC,"{""coordinates"": [-76.58058260143791, 44.248287421099725], ""type"": ""Point""}","44.248287421099725,-76.58058260143791"
7787,361 MONTREAL ST,Community Service,EXTEND-A-FAMILY KINGSTON,"{""coordinates"": [-76.48724301025071, 44.241403691204574], ""type"": ""Point""}","44.241403691204574,-76.48724301025071"
7489,1412 PRINCESS ST,Community Service,COMMUNITY LIVING CENTRE,"{""coordinates"": [-76.5311811240454, 44.249774568758326], ""type"": ""Point""}","44.249774568758326,-76.5311811240454"
7490,,Community Service,UNITED WAY KFLA,"{""coordinates"": [-76.48348023217764, 44.23536142600546], ""type"": ""Point""}","44.23536142600546,-76.48348023217764"
8590,455 ST. MARTHA ST,Playground,ST. MARTHA ELEMENTARY SCHOOL PLAYGROUND,"{""coordinates"": [-76.44747225276264, 44.26475490582578], ""type"": ""Point""}","44.26475490582578,-76.44747225276264"
8212,1477 SYDENHAM RD,Place of Worship,ISLAMIC SOCIETY OF KINGSTON,"{""coordinates"": [-76.54200195607778, 44.284504590235294], ""type"": ""Point""}","44.284504590235294,-76.54200195607778"
9085,251 WILSON ST,Place of Worship,EVANGEL PENTECOSTAL CHURCH,"{""coordinates"": [-76.48662103074453, 44.26522259809751], ""type"": ""Point""}","44.26522259809751,-76.48662103074453"
8800,605 BAGOT ST,Place of Worship,CALVARY UNITED CHURCH,"{""coordinates"": [-76.48537059220587, 44.240446084646855], ""type"": ""Point""}","44.240446084646855,-76.48537059220587"
8802,36 UNIVERSITY AVE,Museum,AGNES ETHERINGTON ART CENTRE (MUSEUM),"{""coordinates"": [-76.4960386757212, 44.225472675694476], ""type"": ""Point""}","44.225472675694476,-76.4960386757212"
7191,31 Weller Ave,Community Service,"GIRLS INCORPORATED OF LIMESTONE, ALGONQUIN, AND LAKESHORE","{""coordinates"": [-76.48097765877249, 44.26285499639388], ""type"": ""Point""}","44.26285499639388,-76.48097765877249"
7492,285 Queen St,Community Service,ROTARY CLUB OF CATARAQUI-KINGSTON,"{""coordinates"": [-76.491207072922, 44.234020200675026], ""type"": ""Point""}","44.234020200675026,-76.491207072922"
7794,1300 Bath Rd,Community Service,BIG BROTHERS BIG SISTERS KFLA,"{""coordinates"": [-76.54744535655365, 44.23956251684651], ""type"": ""Point""}","44.23956251684651,-76.54744535655365"
7493,1300 Bath Rd,Community Service,CANADIAN HEARING SOCIETY,"{""coordinates"": [-76.54579885293045, 44.23966800735469], ""type"": ""Point""}","44.23966800735469,-76.54579885293045"
8291,146 GUTHRIE DR,Playground,SNIDER PARK PLAYGROUND 1,"{""coordinates"": [-76.48159494265309, 44.273151063378336], ""type"": ""Point""}","44.273151063378336,-76.48159494265309"
8292,15 ASSORO CRES,Playground,ASSORO PARK (CFB) PLAYGROUND,"{""coordinates"": [-76.45826422972901, 44.23922428189083], ""type"": ""Point""}","44.23922428189083,-76.45826422972901"
9087,95 CRAFTSMAN BLVD,Museum,MILITARY COMMUNICATIONS AND ELECTRONICS MUSEUM,"{""coordinates"": [-76.43979624113932, 44.24222875437219], ""type"": ""Point""}","44.24222875437219,-76.43979624113932"
8491,90 MONTREAL ST,Museum,PRINCESS OF WALES' OWN REGIMENTAL MUSEUM,"{""coordinates"": [-76.4854952361385, 44.23414407857655], ""type"": ""Point""}","44.23414407857655,-76.4854952361385"
8493,90 JOHNSON ST,Museum,ANGLICAN DIOCESE OF ONTARIO ARCHIVES,"{""coordinates"": [-76.48377824046426, 44.229203601071156], ""type"": ""Point""}","44.229203601071156,-76.48377824046426"
8803,1980 CORDUKES RD,Park,K&P TRAILHEAD PARK,"{""coordinates"": [-76.57425638868642, 44.298580336021814], ""type"": ""Point""}","44.298580336021814,-76.57425638868642"
8494,31 FAIRCREST BLVD,Park,RIVERSIDE CENTRAL PARK,"{""coordinates"": [-76.41087734734018, 44.24714812580076], ""type"": ""Point""}","44.24714812580076,-76.41087734734018"
8495,32 ADELAIDE ST,Parkette,FRONTENAC SCHOOL PARKETTE,"{""coordinates"": [-76.49354695212241, 44.240587989516754], ""type"": ""Point""}","44.240587989516754,-76.49354695212241"
9090,1105 TRAILHEAD PL,Park,TRAILHEAD PARK,"{""coordinates"": [-76.53915171429354, 44.2211669947089], ""type"": ""Point""}","44.2211669947089,-76.53915171429354"
7383,390 KING ST,Theatre,ISABEL BADER CENTRE FOR PERFORMING ARTS THEATRE,"{""coordinates"": [-76.50651379236702, 44.220360747415185], ""type"": ""Point""}","44.220360747415185,-76.50651379236702"
7657,209 ONTARIO ST,Monument,IRISH FOUNTAIN MONUMENT,"{""coordinates"": [-76.48021919670526, 44.22947766725337], ""type"": ""Point""}","44.22947766725337,-76.48021919670526"
7962,235 ONTARIO ST,Parking Lot,CONFEDERATION PLACE HOTEL,"{""coordinates"": [-76.47933720522488, 44.230354016006196], ""type"": ""Point""}","44.230354016006196,-76.47933720522488"
7385,216 ONTARIO ST,Market Square,SPRINGER MARKET SQUARE,"{""coordinates"": [-76.48120760036608, 44.230146363077004], ""type"": ""Point""}","44.230146363077004,-76.48120760036608"
7660,216 ONTARIO ST,Washroom,VISITOR INFORMATION CENTRE WASHROOM,"{""coordinates"": [-76.48015855862829, 44.22930275298136], ""type"": ""Point""}","44.22930275298136,-76.48015855862829"
7386,1 COURT ST,Historic Site,FORMER LAND REGISTRY OFFICE,"{""coordinates"": [-76.48903556597536, 44.228071346594945], ""type"": ""Point""}","44.228071346594945,-76.48903556597536"
7192,1533 BATH RD,Multi Courts,COLLINS BAY INSTITUTION MULTI COURTS,"{""coordinates"": [-76.55168404346276, 44.234431794909746], ""type"": ""Point""}","44.234431794909746,-76.55168404346276"
7795,3534 UNITY RD,Solar Farm,3534 SOLAR FARM,"{""coordinates"": [-76.63020561800462, 44.31723171330838], ""type"": ""Point""}","44.31723171330838,-76.63020561800462"
7494,216 ONTARIO ST,Gallery,KINGSTON CITY HALL (GALLERY),"{""coordinates"": [-76.4805789357117, 44.22979003545775], ""type"": ""Point""}","44.22979003545775,-76.4805789357117"
7796,1805 2 HWY,Pickleball Court,MADOMA COMMUNITY CENTRE  PICKLEBALL COURT 1,"{""coordinates"": [-76.37510793472171, 44.264826491843486], ""type"": ""Point""}","44.264826491843486,-76.37510793472171"
8295,355 WATERLOO DR,Baseball Field,ST. MARGUERITE BOURGEOYS CATHOLIC SCHOOL BASEBALL FIELD,"{""coordinates"": [-76.5528162482141, 44.25289046761453], ""type"": ""Point""}","44.25289046761453,-76.5528162482141"
8601,303 YORK ST,Baseball Field,KMC BASEBALL FIELD 1,"{""coordinates"": [-76.50152351603447, 44.24003152502257], ""type"": ""Point""}","44.24003152502257,-76.50152351603447"
8299,41 GRENADIER DR,Baseball Field,GRENADIER PARK BASEBALL FIELD,"{""coordinates"": [-76.4567181494138, 44.254916206344696], ""type"": ""Point""}","44.254916206344696,-76.4567181494138"
8301,361 ROOSEVELT DR,Baseball Field,J R HENDERSON PUBLIC SCHOOL BASEBALL FIELD,"{""coordinates"": [-76.5771782262808, 44.228705431190114], ""type"": ""Point""}","44.228705431190114,-76.5771782262808"
8302,1280 COVERDALE DR,Baseball Field,ROTARY PARK BASEBALL FIELD,"{""coordinates"": [-76.60620179488926, 44.23723112602305], ""type"": ""Point""}","44.23723112602305,-76.60620179488926"
8806,805 CATARAQUI WOODS DR,Park,CATARAQUI WOODS PARK,"{""coordinates"": [-76.58011372954805, 44.264866497891504], ""type"": ""Point""}","44.264866497891504,-76.58011372954805"
9091,,Park,PLACE D'ARMES WALK,"{""coordinates"": [-76.4797971135859, 44.23504418283618], ""type"": ""Point""}","44.23504418283618,-76.4797971135859"
8502,208 INDIAN RD,Parkette,INDIAN ROAD PARKETTE B,"{""coordinates"": [-76.52681367363022, 44.25585571735932], ""type"": ""Point""}","44.25585571735932,-76.52681367363022"
8219,40 COMPTON ST,Park,HEADWAY PARK,"{""coordinates"": [-76.48889476385632, 44.26357122559098], ""type"": ""Point""}","44.26357122559098,-76.48889476385632"
7390,33 BENSON ST,Hotel / Motel,DAYS INN CONFERENCE CENTRE,"{""coordinates"": [-76.49632513767223, 44.26704550060669], ""type"": ""Point""}","44.26704550060669,-76.49632513767223"
7662,11 BENSON ST,Hotel / Motel,HOLIDAY INN EXPRESS,"{""coordinates"": [-76.49721104294386, 44.26679642794395], ""type"": ""Point""}","44.26679642794395,-76.49721104294386"
8085,51 VIRGINIA ST,Playground,ECOLE REMI-GAULIN PLAYGROUND 3,"{""coordinates"": [-76.48591638263582, 44.26936807342582], ""type"": ""Point""}","44.26936807342582,-76.48591638263582"
8086,51 VIRGINIA ST,Playground,ECOLE REMI-GAULIN BASKETBALL COURT,"{""coordinates"": [-76.48592999447368, 44.269197817922404], ""type"": ""Point""}","44.269197817922404,-76.48592999447368"
8088,100 COMPTON ST,Playground,100-110 COMPTON ST PLAYGROUND,"{""coordinates"": [-76.48995789923138, 44.26356526380196], ""type"": ""Point""}","44.26356526380196,-76.48995789923138"
8995,2100 UNITY RD,Baseball Field,ELGINBURG PUBLIC SCHOOL BASEBALL FIELD,"{""coordinates"": [-76.54076559146272, 44.319633593606895], ""type"": ""Point""}","44.319633593606895,-76.54076559146272"
8397,303 YORK ST,Off-Leash Dog Park,KMC OFF LEASH DOG PARK,"{""coordinates"": [-76.49950360353952, 44.24054143269285], ""type"": ""Point""}","44.24054143269285,-76.49950360353952"
8503,1745 JESSE CRES,Park,SUNNYSIDE PARK,"{""coordinates"": [-76.53702732622568, 44.28546222540875], ""type"": ""Point""}","44.28546222540875,-76.53702732622568"
8808,116 GRENADIER DR,Park,RICHDALE PARK,"{""coordinates"": [-76.45418478207156, 44.25850452458362], ""type"": ""Point""}","44.25850452458362,-76.45418478207156"
8222,739 AUGUSTA DR,Park,BERT MEUNIER COMMON,"{""coordinates"": [-76.55324720991946, 44.26479437777464], ""type"": ""Point""}","44.26479437777464,-76.55324720991946"
